MARKET,TF,MEAN,BREAKOUT,RTM,RTM_PERCENT,BO_PERCENT,EXIT_PERCENT,STOP_PERC,sharpe_ratio
BTC-STRAT,5,8,True,True,2.0,1.0,5.0,5.0,0.229517607106
BTC-PAY,5,20,True,True,2.0,1.0,10.0,15.0,0.138689004875
BTC-STRAT,5,8,True,True,2.0,1.0,5.0,15.0,0.116618036034
BTC-QTUM,5,20,True,True,5.0,1.0,1.0,5.0,-0.0592271304542
BTC-NAV,5,8,True,True,3.0,1.0,10.0,15.0,0.467741875226
BTC-QTUM,5,8,True,True,2.0,1.0,10.0,10.0,0.123716183282
BTC-NEO,5,20,True,True,2.0,1.0,10.0,10.0,0.188575624399
BTC-ETC,5,20,True,True,3.0,1.0,1.0,15.0,0.11224352613
BTC-XMR,5,20,True,True,2.0,1.0,1.0,15.0,0.58238481438
BTC-XRP,5,20,True,True,2.0,1.0,1.0,5.0,0.532555190077
BTC-LSK,5,8,True,True,5.0,1.0,10.0,10.0,0.268859214573
BTC-QTUM,5,8,True,True,3.0,1.0,1.0,5.0,-0.124837644135
BTC-ETH,5,8,True,True,2.0,1.0,1.0,15.0,-0.00475895089941
BTC-STRAT,5,8,True,True,5.0,1.0,10.0,10.0,0.075401686191
BTC-QTUM,5,20,True,True,3.0,1.0,1.0,5.0,0.287287003314
BTC-BCC,5,8,True,True,5.0,1.0,5.0,5.0,0.149952263506
BTC-QTUM,5,8,True,True,3.0,1.0,1.0,10.0,-0.111764127527
BTC-APX,5,8,True,True,3.0,1.0,5.0,10.0,0.328909490136
BTC-NAV,5,20,True,True,5.0,1.0,10.0,15.0,0.645750752822
BTC-LSK,5,20,True,True,5.0,1.0,1.0,10.0,-0.00258444165494
BTC-APX,5,8,True,True,5.0,1.0,10.0,10.0,0.310647502626
BTC-PAY,5,8,True,True,2.0,1.0,5.0,15.0,0.141304696733
BTC-APX,5,8,True,True,5.0,1.0,10.0,5.0,0.358241065919
BTC-XVG,5,20,True,True,3.0,1.0,5.0,10.0,0.644926834051
BTC-NAV,5,20,True,True,3.0,1.0,10.0,15.0,0.690760944451
BTC-BAT,5,20,True,True,5.0,1.0,5.0,15.0,0.222126902209
BTC-RISE,5,20,True,True,5.0,1.0,10.0,15.0,0.781162990329
BTC-ADX,5,20,True,True,2.0,1.0,10.0,15.0,0.514720537658
BTC-OMG,5,20,True,True,3.0,1.0,1.0,15.0,0.258091271541
BTC-DASH,5,8,True,True,2.0,1.0,10.0,10.0,0.172966827491
BTC-XRP,5,8,True,True,3.0,1.0,1.0,5.0,-0.188046190136
BTC-DASH,5,20,True,True,3.0,1.0,10.0,5.0,0.255275128833
BTC-BAT,5,8,True,True,2.0,1.0,1.0,15.0,-0.0514736274109
BTC-PAY,5,20,True,True,5.0,1.0,5.0,5.0,0.351742162313
BTC-ADX,5,8,True,True,2.0,1.0,1.0,5.0,-0.0508211865022
BTC-PAY,5,20,True,True,2.0,1.0,1.0,10.0,0.417405376008
BTC-XMR,5,20,True,True,2.0,1.0,5.0,5.0,0.646975787613
BTC-BAT,5,20,True,True,5.0,1.0,10.0,10.0,0.257290589
BTC-PAY,5,20,True,True,5.0,1.0,1.0,5.0,-0.161220898003
BTC-NEO,5,20,True,True,5.0,1.0,5.0,10.0,0.248829613448
BTC-LSK,5,8,True,True,2.0,1.0,5.0,10.0,0.458925797397
BTC-BCC,5,8,True,True,3.0,1.0,5.0,15.0,0.337627294728
BTC-BCC,5,20,True,True,5.0,1.0,5.0,15.0,0.473464482057
BTC-XRP,5,8,True,True,2.0,1.0,5.0,10.0,0.249296440791
BTC-MTL,5,20,True,True,5.0,1.0,5.0,15.0,0.310436906943
BTC-PAY,5,20,True,True,2.0,1.0,5.0,10.0,0.39115559933
BTC-ADX,5,8,True,True,3.0,1.0,10.0,5.0,0.361019179267
BTC-PAY,5,20,True,True,5.0,1.0,1.0,15.0,0.0231530448162
BTC-XVG,5,8,True,True,5.0,1.0,1.0,5.0,-0.327912283193
BTC-RISE,5,8,True,True,3.0,1.0,10.0,10.0,0.546566205054
BTC-LSK,5,20,True,True,3.0,1.0,5.0,15.0,0.63986211586
BTC-LTC,5,8,True,True,5.0,1.0,1.0,15.0,-0.075614107618
BTC-QTUM,5,8,True,True,2.0,1.0,5.0,15.0,0.173780429355
BTC-XRP,5,8,True,True,3.0,1.0,5.0,10.0,0.183690873217
BTC-ADX,5,20,True,True,3.0,1.0,10.0,15.0,0.537103270685
BTC-APX,5,20,True,True,5.0,1.0,10.0,10.0,0.526326189785
BTC-NEO,5,8,True,True,2.0,1.0,10.0,5.0,0.164626888039
BTC-STRAT,5,8,True,True,5.0,1.0,1.0,10.0,-0.122404023851
BTC-RISE,5,20,True,True,5.0,1.0,1.0,10.0,0.207316027501
BTC-OMG,5,20,True,True,5.0,1.0,5.0,5.0,0.363558875482
BTC-ADX,5,8,True,True,5.0,1.0,5.0,5.0,0.226977965587
BTC-MTL,5,20,True,True,5.0,1.0,10.0,10.0,0.202098018878
BTC-MTL,5,20,True,True,2.0,1.0,10.0,5.0,0.311776765984
BTC-TRIG,5,20,True,True,5.0,1.0,5.0,5.0,1.04895900208
BTC-QTUM,5,20,True,True,3.0,1.0,10.0,10.0,0.281630106455
BTC-XVG,5,20,True,True,3.0,1.0,5.0,5.0,0.729689339237
BTC-STRAT,5,8,True,True,3.0,1.0,5.0,15.0,0.0565675731163
BTC-NEO,5,20,True,True,5.0,1.0,1.0,5.0,-0.134411114925
BTC-MTL,5,20,True,True,2.0,1.0,5.0,15.0,0.464449597509
BTC-LTC,5,8,True,True,2.0,1.0,10.0,5.0,0.207202767756
BTC-BCC,5,8,True,True,2.0,1.0,5.0,5.0,0.426355786126
BTC-MTL,5,8,True,True,5.0,1.0,10.0,10.0,0.117606568249
BTC-XMR,5,20,True,True,3.0,1.0,5.0,10.0,0.577479066626
BTC-ETC,5,20,True,True,2.0,1.0,10.0,5.0,0.209549984204
BTC-NEO,5,8,True,True,5.0,1.0,5.0,15.0,-0.0360931550408
BTC-XRP,5,8,True,True,3.0,1.0,1.0,15.0,-0.107426865496
BTC-NAV,5,8,True,True,2.0,1.0,1.0,5.0,0.06581588477
BTC-MTL,5,8,True,True,3.0,1.0,5.0,5.0,0.286560465409
BTC-MCO,5,8,True,True,3.0,1.0,10.0,15.0,0.387777623104
BTC-ADX,5,8,True,True,5.0,1.0,5.0,15.0,0.158840517298
BTC-MTL,5,20,True,True,2.0,1.0,1.0,5.0,0.391984488603
BTC-MTL,5,20,True,True,3.0,1.0,5.0,10.0,0.459763541371
BTC-DASH,5,20,True,True,5.0,1.0,1.0,10.0,0.0396149666118
BTC-MTL,5,20,True,True,3.0,1.0,10.0,10.0,0.253486480531
BTC-BAT,5,8,True,True,2.0,1.0,10.0,10.0,0.141086209726
BTC-TRIG,5,8,True,True,2.0,1.0,5.0,5.0,0.842415430514
BTC-NAV,5,8,True,True,5.0,1.0,5.0,15.0,0.319970922981
BTC-BCC,5,8,True,True,2.0,1.0,5.0,10.0,0.374904939595
BTC-XVG,5,8,True,True,3.0,1.0,10.0,5.0,0.247162321606
BTC-BAT,5,8,True,True,2.0,1.0,1.0,10.0,0.0153872832539
BTC-PAY,5,8,True,True,5.0,1.0,5.0,15.0,-0.088522006409
BTC-PAY,5,8,True,True,2.0,1.0,5.0,10.0,0.210536068579
BTC-APX,5,20,True,True,2.0,1.0,5.0,15.0,0.921787763764
BTC-DASH,5,20,True,True,5.0,1.0,10.0,10.0,0.245770949857
BTC-TRIG,5,8,True,True,5.0,1.0,5.0,15.0,0.447172356018
BTC-ADX,5,8,True,True,5.0,1.0,1.0,15.0,-0.294640377324
BTC-OMG,5,8,True,True,5.0,1.0,1.0,15.0,-0.0831359574179
BTC-ETC,5,8,True,True,5.0,1.0,5.0,10.0,0.131092141853
BTC-DASH,5,20,True,True,3.0,1.0,5.0,10.0,0.350625714269
BTC-BCC,5,8,True,True,3.0,1.0,5.0,5.0,0.406606685449
BTC-XRP,5,20,True,True,3.0,1.0,5.0,15.0,0.438839778357
BTC-STRAT,5,20,True,True,3.0,1.0,10.0,15.0,0.1743927972
BTC-QTUM,5,8,True,True,5.0,1.0,1.0,10.0,-0.177091359628
BTC-BAT,5,8,True,True,2.0,1.0,1.0,5.0,-0.00727841490248
BTC-RISE,5,20,True,True,3.0,1.0,10.0,10.0,0.844167137785
BTC-DASH,5,8,True,True,3.0,1.0,10.0,5.0,0.183191794925
BTC-ETC,5,20,True,True,2.0,1.0,5.0,10.0,0.331792010706
BTC-MCO,5,20,True,True,2.0,1.0,1.0,15.0,0.218737087282
BTC-APX,5,20,True,True,5.0,1.0,5.0,5.0,0.868865817298
BTC-MTL,5,20,True,True,3.0,1.0,10.0,15.0,0.245183946456
BTC-NEO,5,8,True,True,3.0,1.0,10.0,15.0,0.063386431723
BTC-DASH,5,8,True,True,5.0,1.0,5.0,15.0,0.142055909679
BTC-ETC,5,20,True,True,2.0,1.0,5.0,5.0,0.34582953961
BTC-BCC,5,20,True,True,5.0,1.0,1.0,10.0,0.178582538372
BTC-DASH,5,20,True,True,3.0,1.0,10.0,10.0,0.247376865669
BTC-ETC,5,8,True,True,3.0,1.0,1.0,10.0,0.0162550001676
BTC-STRAT,5,8,True,True,5.0,1.0,1.0,15.0,-0.140843912702
BTC-OMG,5,8,True,True,2.0,1.0,5.0,5.0,0.366900925956
BTC-NEO,5,20,True,True,3.0,1.0,5.0,10.0,0.437005641933
BTC-RISE,5,20,True,True,3.0,1.0,10.0,15.0,0.814073939641
BTC-PAY,5,8,True,True,3.0,1.0,1.0,15.0,-0.14843106318
BTC-XMR,5,20,True,True,2.0,1.0,5.0,10.0,0.573830318982
BTC-NAV,5,20,True,True,3.0,1.0,5.0,5.0,1.07321023826
BTC-RISE,5,8,True,True,5.0,1.0,5.0,5.0,0.501459186235
BTC-ADX,5,20,True,True,2.0,1.0,1.0,5.0,0.593301119726
BTC-ETH,5,20,True,True,3.0,1.0,1.0,15.0,0.204029180684
BTC-LSK,5,20,True,True,5.0,1.0,10.0,15.0,0.409179810597
BTC-APX,5,8,True,True,5.0,1.0,10.0,15.0,0.259987138286
BTC-LSK,5,8,True,True,3.0,1.0,1.0,5.0,-0.0992121107533
BTC-LTC,5,20,True,True,5.0,1.0,1.0,10.0,-0.0143306818042
BTC-STRAT,5,20,True,True,2.0,1.0,1.0,5.0,0.41256092717
BTC-ADX,5,8,True,True,5.0,1.0,10.0,5.0,0.275023588405
BTC-LTC,5,8,True,True,5.0,1.0,10.0,5.0,0.115731989531
BTC-BAT,5,20,True,True,5.0,1.0,5.0,10.0,0.259314823564
BTC-RISE,5,8,True,True,2.0,1.0,10.0,10.0,0.598538044668
BTC-NAV,5,8,True,True,2.0,1.0,1.0,15.0,0.143093518945
BTC-NEO,5,8,True,True,3.0,1.0,1.0,15.0,-0.143115481218
BTC-NEO,5,8,True,True,2.0,1.0,1.0,10.0,-0.0168616174628
BTC-PAY,5,20,True,True,3.0,1.0,5.0,15.0,0.494269074785
BTC-APX,5,8,True,True,2.0,1.0,5.0,15.0,0.357420629394
BTC-XRP,5,8,True,True,5.0,1.0,10.0,15.0,0.111591298937
BTC-OMG,5,8,True,True,5.0,1.0,10.0,15.0,0.0800379189571
BTC-ADX,5,8,True,True,2.0,1.0,5.0,5.0,0.590805540602
BTC-ETH,5,20,True,True,3.0,1.0,10.0,5.0,0.110545440875
BTC-MTL,5,20,True,True,2.0,1.0,5.0,5.0,0.608772018968
BTC-MCO,5,8,True,True,3.0,1.0,10.0,5.0,0.494472553556
BTC-RISE,5,20,True,True,5.0,1.0,5.0,5.0,0.967590203503
BTC-TRIG,5,8,True,True,2.0,1.0,5.0,10.0,0.671257771315
BTC-MTL,5,8,True,True,5.0,1.0,1.0,10.0,-0.134047152715
BTC-RISE,5,8,True,True,2.0,1.0,1.0,15.0,-3.59222774794e-06
BTC-MCO,5,8,True,True,5.0,1.0,5.0,15.0,0.228443863815
BTC-ETC,5,20,True,True,5.0,1.0,5.0,10.0,0.184834602094
BTC-LSK,5,20,True,True,5.0,1.0,1.0,5.0,-0.080279641552
BTC-ETH,5,20,True,True,5.0,1.0,5.0,10.0,0.129195427645
BTC-OMG,5,8,True,True,2.0,1.0,1.0,5.0,0.0599231784258
BTC-NAV,5,20,True,True,5.0,1.0,10.0,10.0,0.654277460387
BTC-ETH,5,8,True,True,5.0,1.0,10.0,5.0,0.0392784310453
BTC-LSK,5,8,True,True,5.0,1.0,1.0,15.0,-0.157729607523
BTC-ADX,5,8,True,True,2.0,1.0,10.0,5.0,0.395939812961
BTC-MTL,5,20,True,True,3.0,1.0,5.0,15.0,0.416436051405
BTC-RISE,5,20,True,True,5.0,1.0,5.0,10.0,0.900867619804
BTC-BCC,5,20,True,True,3.0,1.0,1.0,5.0,0.503504622191
BTC-NEO,5,8,True,True,2.0,1.0,5.0,10.0,0.233210902624
BTC-APX,5,20,True,True,5.0,1.0,10.0,5.0,0.566384958406
BTC-OMG,5,8,True,True,2.0,1.0,10.0,5.0,0.244739299334
BTC-XVG,5,8,True,True,3.0,1.0,5.0,5.0,0.326855207637
BTC-STRAT,5,8,True,True,3.0,1.0,1.0,5.0,-0.104573264558
BTC-TRIG,5,8,True,True,2.0,1.0,1.0,5.0,-0.0522954534081
BTC-BAT,5,20,True,True,5.0,1.0,1.0,10.0,0.0780384829455
BTC-LSK,5,20,True,True,3.0,1.0,5.0,10.0,0.7251761658
BTC-NEO,5,20,True,True,2.0,1.0,5.0,10.0,0.393239085342
BTC-XVG,5,8,True,True,5.0,1.0,10.0,5.0,0.155208489642
BTC-RISE,5,8,True,True,5.0,1.0,1.0,5.0,-0.271351830642
BTC-XVG,5,8,True,True,5.0,1.0,5.0,10.0,0.0866221201516
BTC-XMR,5,20,True,True,5.0,1.0,10.0,5.0,0.353569968707
BTC-TRIG,5,8,True,True,5.0,1.0,1.0,10.0,-0.315608948181
BTC-APX,5,20,True,True,3.0,1.0,1.0,15.0,0.342180783928
BTC-OMG,5,8,True,True,3.0,1.0,10.0,15.0,0.200518538021
BTC-PAY,5,8,True,True,5.0,1.0,1.0,15.0,-0.216212068607
BTC-BAT,5,8,True,True,5.0,1.0,5.0,10.0,0.020493252465
BTC-XVG,5,20,True,True,2.0,1.0,10.0,5.0,0.451373008804
BTC-XVG,5,20,True,True,2.0,1.0,5.0,15.0,0.594552302804
BTC-RISE,5,8,True,True,2.0,1.0,1.0,5.0,0.100175037936
BTC-BAT,5,20,True,True,2.0,1.0,1.0,5.0,0.554804590155
BTC-TRIG,5,20,True,True,2.0,1.0,10.0,5.0,0.946148512688
BTC-BCC,5,20,True,True,3.0,1.0,10.0,10.0,0.414939623817
BTC-QTUM,5,20,True,True,2.0,1.0,10.0,15.0,0.23684700928
BTC-ADX,5,20,True,True,5.0,1.0,1.0,15.0,0.0361335888089
BTC-QTUM,5,20,True,True,2.0,1.0,5.0,15.0,0.439138286202
BTC-XMR,5,8,True,True,3.0,1.0,1.0,5.0,0.0555167023839
BTC-MCO,5,20,True,True,5.0,1.0,10.0,15.0,0.59872929464
BTC-ETC,5,8,True,True,2.0,1.0,10.0,15.0,0.150859345384
BTC-LTC,5,20,True,True,5.0,1.0,5.0,10.0,0.201570663043
BTC-MCO,5,20,True,True,2.0,1.0,5.0,15.0,0.881067343053
BTC-QTUM,5,20,True,True,2.0,1.0,10.0,10.0,0.271995162847
BTC-MTL,5,20,True,True,2.0,1.0,10.0,15.0,0.247906636363
BTC-OMG,5,8,True,True,2.0,1.0,1.0,10.0,-0.0176769037908
BTC-XRP,5,20,True,True,2.0,1.0,10.0,15.0,0.254887034298
BTC-XMR,5,20,True,True,5.0,1.0,1.0,10.0,0.138357858536
BTC-DASH,5,8,True,True,3.0,1.0,10.0,10.0,0.171948468542
BTC-PAY,5,20,True,True,5.0,1.0,10.0,15.0,0.167447622295
BTC-ETC,5,8,True,True,5.0,1.0,10.0,5.0,0.143133531489
BTC-LSK,5,8,True,True,5.0,1.0,5.0,5.0,0.25838687619
BTC-NEO,5,20,True,True,3.0,1.0,5.0,5.0,0.563265672896
BTC-BCC,5,8,True,True,3.0,1.0,10.0,5.0,0.297050365469
BTC-ADX,5,20,True,True,5.0,1.0,10.0,15.0,0.531471284246
BTC-APX,5,20,True,True,2.0,1.0,10.0,15.0,0.510384631824
BTC-ADX,5,20,True,True,3.0,1.0,10.0,10.0,0.567027057309
BTC-MTL,5,8,True,True,5.0,1.0,5.0,10.0,0.121415744994
BTC-ADX,5,20,True,True,3.0,1.0,1.0,15.0,0.227573608101
BTC-RISE,5,20,True,True,5.0,1.0,10.0,10.0,0.804658917618
BTC-ADX,5,8,True,True,3.0,1.0,5.0,10.0,0.384929451452
BTC-MTL,5,8,True,True,2.0,1.0,10.0,5.0,0.225079289467
BTC-APX,5,8,True,True,3.0,1.0,10.0,15.0,0.259987138286
BTC-NEO,5,8,True,True,3.0,1.0,10.0,10.0,0.114476905202
BTC-ETC,5,20,True,True,3.0,1.0,10.0,15.0,0.164988946533
BTC-XVG,5,20,True,True,2.0,1.0,5.0,10.0,0.657537173454
BTC-ETH,5,20,True,True,5.0,1.0,10.0,10.0,0.141491169187
BTC-XVG,5,20,True,True,2.0,1.0,1.0,5.0,0.450728794296
BTC-QTUM,5,20,True,True,2.0,1.0,1.0,10.0,0.3943833044
BTC-LTC,5,8,True,True,3.0,1.0,5.0,5.0,0.0549060581163
BTC-PAY,5,8,True,True,2.0,1.0,5.0,5.0,0.279524794615
BTC-BAT,5,20,True,True,2.0,1.0,5.0,10.0,0.480226057271
BTC-RISE,5,20,True,True,2.0,1.0,1.0,15.0,0.468391890688
BTC-XVG,5,8,True,True,3.0,1.0,10.0,15.0,0.222960821546
BTC-DASH,5,8,True,True,5.0,1.0,10.0,10.0,0.148340167351
BTC-MCO,5,8,True,True,5.0,1.0,10.0,15.0,0.300216898589
BTC-ADX,5,8,True,True,2.0,1.0,1.0,10.0,-0.0362745782967
BTC-OMG,5,8,True,True,3.0,1.0,1.0,15.0,-0.025447897321
BTC-MTL,5,8,True,True,3.0,1.0,10.0,15.0,0.146448545162
BTC-MTL,5,20,True,True,5.0,1.0,1.0,15.0,0.01512696931
BTC-ETC,5,8,True,True,2.0,1.0,1.0,5.0,0.0877052475716
BTC-LSK,5,8,True,True,2.0,1.0,1.0,15.0,0.0610089987294
BTC-LSK,5,8,True,True,3.0,1.0,1.0,15.0,-0.0828195074739
BTC-ADX,5,8,True,True,3.0,1.0,5.0,5.0,0.483305560409
BTC-PAY,5,8,True,True,2.0,1.0,1.0,15.0,-0.0376667061308
BTC-XVG,5,8,True,True,2.0,1.0,1.0,5.0,-0.0448081031143
BTC-STRAT,5,20,True,True,2.0,1.0,5.0,10.0,0.354459570618
BTC-PAY,5,20,True,True,3.0,1.0,5.0,10.0,0.53774543046
BTC-STRAT,5,20,True,True,3.0,1.0,10.0,5.0,0.231704299354
BTC-ADX,5,20,True,True,5.0,1.0,5.0,5.0,0.708666887203
BTC-XVG,5,20,True,True,3.0,1.0,1.0,10.0,0.160613296517
BTC-LTC,5,20,True,True,5.0,1.0,10.0,10.0,0.219910523384
BTC-OMG,5,8,True,True,5.0,1.0,5.0,10.0,0.0404888835986
BTC-LTC,5,8,True,True,3.0,1.0,1.0,15.0,-0.0534684837797
BTC-APX,5,8,True,True,2.0,1.0,5.0,5.0,0.57013577741
BTC-XRP,5,20,True,True,3.0,1.0,1.0,10.0,0.268462332241
BTC-OMG,5,8,True,True,2.0,1.0,5.0,15.0,0.251371769098
BTC-APX,5,20,True,True,2.0,1.0,1.0,15.0,0.490637216596
BTC-STRAT,5,20,True,True,2.0,1.0,10.0,10.0,0.18657125394
BTC-LSK,5,8,True,True,5.0,1.0,10.0,15.0,0.253568580924
BTC-XRP,5,8,True,True,5.0,1.0,1.0,15.0,-0.16400997884
BTC-XMR,5,8,True,True,2.0,1.0,1.0,5.0,0.181871969575
BTC-ETH,5,8,True,True,5.0,1.0,5.0,10.0,-0.0160065500688
BTC-APX,5,20,True,True,3.0,1.0,1.0,10.0,0.436735921571
BTC-BCC,5,20,True,True,3.0,1.0,5.0,5.0,0.68998839654
BTC-LSK,5,20,True,True,3.0,1.0,1.0,10.0,0.261982870921
BTC-BAT,5,8,True,True,2.0,1.0,10.0,5.0,0.215857097333
BTC-STRAT,5,20,True,True,2.0,1.0,10.0,15.0,0.174608985509
BTC-OMG,5,8,True,True,5.0,1.0,5.0,5.0,0.0654235207929
BTC-NEO,5,8,True,True,5.0,1.0,1.0,10.0,-0.270387452716
BTC-XMR,5,20,True,True,3.0,1.0,10.0,5.0,0.418119719057
BTC-XRP,5,20,True,True,5.0,1.0,1.0,15.0,0.0954831117618
BTC-XRP,5,20,True,True,5.0,1.0,10.0,5.0,0.278213266827
BTC-LSK,5,8,True,True,3.0,1.0,10.0,15.0,0.288450897132
BTC-DASH,5,8,True,True,3.0,1.0,5.0,10.0,0.203326293404
BTC-STRAT,5,20,True,True,3.0,1.0,5.0,5.0,0.370577899876
BTC-XMR,5,8,True,True,3.0,1.0,5.0,5.0,0.315561165433
BTC-APX,5,20,True,True,5.0,1.0,5.0,15.0,0.78373021817
BTC-QTUM,5,8,True,True,2.0,1.0,10.0,15.0,0.111260103706
BTC-ADX,5,8,True,True,2.0,1.0,1.0,15.0,-0.128761494034
BTC-LSK,5,8,True,True,5.0,1.0,5.0,10.0,0.263121675729
BTC-OMG,5,8,True,True,2.0,1.0,5.0,10.0,0.304463295069
BTC-OMG,5,20,True,True,2.0,1.0,10.0,10.0,0.318464117595
BTC-MCO,5,8,True,True,3.0,1.0,5.0,15.0,0.431334357993
BTC-ETC,5,20,True,True,5.0,1.0,5.0,5.0,0.199780887759
BTC-XVG,5,8,True,True,2.0,1.0,5.0,5.0,0.391110915967
BTC-TRIG,5,8,True,True,5.0,1.0,5.0,5.0,0.529615889009
BTC-TRIG,5,20,True,True,3.0,1.0,5.0,5.0,1.18828026073
BTC-ETH,5,8,True,True,2.0,1.0,10.0,5.0,0.0456895787513
BTC-STRAT,5,20,True,True,5.0,1.0,10.0,5.0,0.18019892591
BTC-DASH,5,8,True,True,2.0,1.0,1.0,15.0,0.0444733646887
BTC-NEO,5,20,True,True,5.0,1.0,5.0,15.0,0.218883439497
BTC-BAT,5,8,True,True,3.0,1.0,10.0,5.0,0.128951888943
BTC-STRAT,5,20,True,True,3.0,1.0,5.0,10.0,0.302013345614
BTC-DASH,5,20,True,True,5.0,1.0,10.0,15.0,0.229446648706
BTC-LTC,5,8,True,True,2.0,1.0,5.0,15.0,0.225857929006
BTC-QTUM,5,8,True,True,5.0,1.0,10.0,15.0,0.0867403663382
BTC-BAT,5,8,True,True,5.0,1.0,1.0,15.0,-0.184408292655
BTC-MTL,5,8,True,True,2.0,1.0,5.0,10.0,0.276079699443
BTC-XVG,5,20,True,True,3.0,1.0,10.0,5.0,0.45057963443
BTC-RISE,5,20,True,True,3.0,1.0,5.0,5.0,1.15945816595
BTC-ETH,5,8,True,True,2.0,1.0,5.0,10.0,0.00832401515766
BTC-PAY,5,8,True,True,2.0,1.0,1.0,10.0,0.0794741607872
BTC-ETC,5,20,True,True,2.0,1.0,5.0,15.0,0.259291733692
BTC-ETC,5,8,True,True,3.0,1.0,5.0,5.0,0.187961442916
BTC-XVG,5,20,True,True,3.0,1.0,1.0,5.0,0.169218477886
